country,year,sex,suicides/100k pop,country-year,HDI for year, gdp_for_year ($) ,gdp_per_capita ($),generation,population,age,suicides_no
Luxembourg,1994,female,0,Luxembourg1994,,"18,32,57,91,415",48610,Millenials,22900,5-14 years,0
Luxembourg,1994,male,0,Luxembourg1994,,"18,32,57,91,415",48610,Millenials,23900,5-14 years,0
Luxembourg,1995,male,54.05,Luxembourg1995,0.805,"21,58,81,70,498",56499,G.I. Generation,7400,75+ years,4
Luxembourg,1995,male,30.99,Luxembourg1995,0.805,"21,58,81,70,498",56499,Silent,35500,55-74 years,11
Luxembourg,1995,male,28.52,Luxembourg1995,0.805,"21,58,81,70,498",56499,Boomers,59600,35-54 years,17
Luxembourg,1995,male,22.66,Luxembourg1995,0.805,"21,58,81,70,498",56499,Generation X,35300,25-34 years,8
Luxembourg,1995,male,20.41,Luxembourg1995,0.805,"21,58,81,70,498",56499,Generation X,24500,15-24 years,5
Luxembourg,1995,female,19.11,Luxembourg1995,0.805,"21,58,81,70,498",56499,G.I. Generation,15700,75+ years,3
Luxembourg,1995,female,14.13,Luxembourg1995,0.805,"21,58,81,70,498",56499,Boomers,56600,35-54 years,8
Luxembourg,1995,female,8.8,Luxembourg1995,0.805,"21,58,81,70,498",56499,Generation X,34100,25-34 years,3
Luxembourg,1995,female,7.19,Luxembourg1995,0.805,"21,58,81,70,498",56499,Silent,41700,55-74 years,3
Luxembourg,1995,female,4.22,Luxembourg1995,0.805,"21,58,81,70,498",56499,Generation X,23700,15-24 years,1
Luxembourg,1995,female,0,Luxembourg1995,0.805,"21,58,81,70,498",56499,Millenials,23400,5-14 years,0
Luxembourg,1995,male,0,Luxembourg1995,0.805,"21,58,81,70,498",56499,Millenials,24600,5-14 years,0
Luxembourg,1996,male,65.79,Luxembourg1996,,"21,77,66,09,772",56169,G.I. Generation,7600,75+ years,5
Luxembourg,1996,male,50,Luxembourg1996,,"21,77,66,09,772",56169,Silent,36000,55-74 years,18
Luxembourg,1996,male,36.07,Luxembourg1996,,"21,77,66,09,772",56169,Boomers,61000,35-54 years,22
Luxembourg,1996,female,17.21,Luxembourg1996,,"21,77,66,09,772",56169,Boomers,58100,35-54 years,10
Luxembourg,1996,male,14.12,Luxembourg1996,,"21,77,66,09,772",56169,Generation X,35400,25-34 years,5
Luxembourg,1996,female,12.35,Luxembourg1996,,"21,77,66,09,772",56169,G.I. Generation,16200,75+ years,2
Luxembourg,1996,male,12.3,Luxembourg1996,,"21,77,66,09,772",56169,Generation X,24400,15-24 years,3
Luxembourg,1996,female,8.4,Luxembourg1996,,"21,77,66,09,772",56169,Generation X,23800,15-24 years,2
Luxembourg,1996,female,7.18,Luxembourg1996,,"21,77,66,09,772",56169,Silent,41800,55-74 years,3
Luxembourg,1996,female,5.83,Luxembourg1996,,"21,77,66,09,772",56169,Generation X,34300,25-34 years,2
Luxembourg,1996,female,0,Luxembourg1996,,"21,77,66,09,772",56169,Millenials,23900,5-14 years,0
Luxembourg,1996,male,0,Luxembourg1996,,"21,77,66,09,772",56169,Millenials,25200,5-14 years,0
Luxembourg,1997,male,131.58,Luxembourg1997,,"19,73,19,12,494",50260,G.I. Generation,7600,75+ years,10
Luxembourg,1997,male,36.8,Luxembourg1997,,"19,73,19,12,494",50260,Boomers,62500,35-54 years,23
Luxembourg,1997,male,35.62,Luxembourg1997,,"19,73,19,12,494",50260,Silent,36500,55-74 years,13
Luxembourg,1997,male,28.69,Luxembourg1997,,"19,73,19,12,494",50260,Generation X,24400,15-24 years,7
Luxembourg,1997,male,19.72,Luxembourg1997,,"19,73,19,12,494",50260,Generation X,35500,25-34 years,7
Luxembourg,1997,female,19.05,Luxembourg1997,,"19,73,19,12,494",50260,Silent,42000,55-74 years,8
Luxembourg,1997,female,17.44,Luxembourg1997,,"19,73,19,12,494",50260,Generation X,34400,25-34 years,6
Luxembourg,1997,female,8.4,Luxembourg1997,,"19,73,19,12,494",50260,Boomers,59500,35-54 years,5
Luxembourg,1997,female,6.06,Luxembourg1997,,"19,73,19,12,494",50260,G.I. Generation,16500,75+ years,1
Luxembourg,1997,female,4.24,Luxembourg1997,,"19,73,19,12,494",50260,Generation X,23600,15-24 years,1
Luxembourg,1997,female,0,Luxembourg1997,,"19,73,19,12,494",50260,Millenials,24500,5-14 years,0
Luxembourg,1997,male,0,Luxembourg1997,,"19,73,19,12,494",50260,Millenials,25600,5-14 years,0
Luxembourg,1998,male,51.51,Luxembourg1998,,"20,20,91,22,027",50788,G.I. Generation,7766,75+ years,4
Luxembourg,1998,male,34.43,Luxembourg1998,,"20,20,91,22,027",50788,Boomers,63893,35-54 years,22
Luxembourg,1998,male,29.5,Luxembourg1998,,"20,20,91,22,027",50788,Silent,37286,55-74 years,11
Luxembourg,1998,male,19.91,Luxembourg1998,,"20,20,91,22,027",50788,Generation X,35156,25-34 years,7
Luxembourg,1998,female,17.77,Luxembourg1998,,"20,20,91,22,027",50788,G.I. Generation,16885,75+ years,3
Luxembourg,1998,male,16.38,Luxembourg1998,,"20,20,91,22,027",50788,Generation X,24415,15-24 years,4
Luxembourg,1998,female,9.49,Luxembourg1998,,"20,20,91,22,027",50788,Silent,42149,55-74 years,4
Luxembourg,1998,female,8.19,Luxembourg1998,,"20,20,91,22,027",50788,Boomers,61065,35-54 years,5
Luxembourg,1998,female,5.86,Luxembourg1998,,"20,20,91,22,027",50788,Generation X,34112,25-34 years,2
Luxembourg,1998,female,4.22,Luxembourg1998,,"20,20,91,22,027",50788,Generation X,23701,15-24 years,1
Luxembourg,1998,female,3.99,Luxembourg1998,,"20,20,91,22,027",50788,Millenials,25057,5-14 years,1
Luxembourg,1998,male,0,Luxembourg1998,,"20,20,91,22,027",50788,Millenials,26430,5-14 years,0
Luxembourg,1999,male,50.77,Luxembourg1999,,"22,23,59,29,043",55054,G.I. Generation,7879,75+ years,4
Luxembourg,1999,male,30.53,Luxembourg1999,,"22,23,59,29,043",55054,Boomers,65502,35-54 years,20
Luxembourg,1999,male,28.95,Luxembourg1999,,"22,23,59,29,043",55054,Silent,37992,55-74 years,11
Luxembourg,1999,male,25.88,Luxembourg1999,,"22,23,59,29,043",55054,Generation X,34774,25-34 years,9
Luxembourg,1999,male,20.18,Luxembourg1999,,"22,23,59,29,043",55054,Generation X,24781,15-24 years,5
Luxembourg,1999,female,17.31,Luxembourg1999,,"22,23,59,29,043",55054,G.I. Generation,17336,75+ years,3
Luxembourg,1999,female,14.4,Luxembourg1999,,"22,23,59,29,043",55054,Boomers,62509,35-54 years,9
Luxembourg,1999,female,14.18,Luxembourg1999,,"22,23,59,29,043",55054,Silent,42307,55-74 years,6
Luxembourg,1999,female,5.92,Luxembourg1999,,"22,23,59,29,043",55054,Generation X,33805,25-34 years,2
Luxembourg,1999,female,3.87,Luxembourg1999,,"22,23,59,29,043",55054,Millenials,25830,5-14 years,1
Luxembourg,1999,female,0,Luxembourg1999,,"22,23,59,29,043",55054,Generation X,23941,15-24 years,0
Luxembourg,1999,male,0,Luxembourg1999,,"22,23,59,29,043",55054,Millenials,27234,5-14 years,0
Luxembourg,2000,male,87.45,Luxembourg2000,0.851,"21,26,35,14,833",51841,G.I. Generation,8005,75+ years,7
Luxembourg,2000,male,38.87,Luxembourg2000,0.851,"21,26,35,14,833",51841,Silent,38593,55-74 years,15
Luxembourg,2000,male,22.33,Luxembourg2000,0.851,"21,26,35,14,833",51841,Boomers,67181,35-54 years,15
Luxembourg,2000,male,20.32,Luxembourg2000,0.851,"21,26,35,14,833",51841,Generation X,34441,25-34 years,7
Luxembourg,2000,female,18.86,Luxembourg2000,0.851,"21,26,35,14,833",51841,Silent,42411,55-74 years,8
Luxembourg,2000,male,11.95,Luxembourg2000,0.851,"21,26,35,14,833",51841,Generation X,25108,15-24 years,3
Luxembourg,2000,female,11.05,Luxembourg2000,0.851,"21,26,35,14,833",51841,G.I. Generation,18093,75+ years,2
Luxembourg,2000,female,4.68,Luxembourg2000,0.851,"21,26,35,14,833",51841,Boomers,64046,35-54 years,3
Luxembourg,2000,female,4.15,Luxembourg2000,0.851,"21,26,35,14,833",51841,Generation X,24072,15-24 years,1
Luxembourg,2000,female,2.98,Luxembourg2000,0.851,"21,26,35,14,833",51841,Generation X,33595,25-34 years,1
Luxembourg,2000,female,0,Luxembourg2000,0.851,"21,26,35,14,833",51841,Millenials,26627,5-14 years,0
Luxembourg,2000,male,0,Luxembourg2000,0.851,"21,26,35,14,833",51841,Millenials,27992,5-14 years,0
Luxembourg,2001,male,60.19,Luxembourg2001,,"21,27,24,18,792",51391,Silent,8307,75+ years,5
Luxembourg,2001,male,39.25,Luxembourg2001,,"21,27,24,18,792",51391,Silent,38220,55-74 years,15
Luxembourg,2001,female,28.95,Luxembourg2001,,"21,27,24,18,792",51391,Silent,17274,75+ years,5
Luxembourg,2001,male,27.71,Luxembourg2001,,"21,27,24,18,792",51391,Boomers,68558,35-54 years,19
Luxembourg,2001,female,24.2,Luxembourg2001,,"21,27,24,18,792",51391,Silent,41330,55-74 years,10
Luxembourg,2001,male,23.41,Luxembourg2001,,"21,27,24,18,792",51391,Generation X,34180,25-34 years,8
Luxembourg,2001,female,20.46,Luxembourg2001,,"21,27,24,18,792",51391,Generation X,34217,25-34 years,7
Luxembourg,2001,male,11.65,Luxembourg2001,,"21,27,24,18,792",51391,Millenials,25762,15-24 years,3
Luxembourg,2001,female,4,Luxembourg2001,,"21,27,24,18,792",51391,Millenials,24980,15-24 years,1
Luxembourg,2001,female,0,Luxembourg2001,,"21,27,24,18,792",51391,Boomers,65725,35-54 years,0
Luxembourg,2001,female,0,Luxembourg2001,,"21,27,24,18,792",51391,Millenials,27034,5-14 years,0
Luxembourg,2001,male,0,Luxembourg2001,,"21,27,24,18,792",51391,Millenials,28343,5-14 years,0
Luxembourg,2002,male,69.72,Luxembourg2002,,"23,61,63,28,816",56484,Silent,38724,55-74 years,27
Luxembourg,2002,male,69.48,Luxembourg2002,,"23,61,63,28,816",56484,Silent,8635,75+ years,6
Luxembourg,2002,male,23.64,Luxembourg2002,,"23,61,63,28,816",56484,Generation X,33839,25-34 years,8
Luxembourg,2002,male,23.17,Luxembourg2002,,"23,61,63,28,816",56484,Millenials,25897,15-24 years,6
Luxembourg,2002,male,22.96,Luxembourg2002,,"23,61,63,28,816",56484,Boomers,69685,35-54 years,16
Luxembourg,2002,female,19.25,Luxembourg2002,,"23,61,63,28,816",56484,Silent,41566,55-74 years,8
Luxembourg,2002,female,17.01,Luxembourg2002,,"23,61,63,28,816",56484,Silent,17636,75+ years,3
Luxembourg,2002,female,14.92,Luxembourg2002,,"23,61,63,28,816",56484,Boomers,67029,35-54 years,10
Luxembourg,2002,female,3.99,Luxembourg2002,,"23,61,63,28,816",56484,Millenials,25089,15-24 years,1
Luxembourg,2002,female,0,Luxembourg2002,,"23,61,63,28,816",56484,Generation X,33876,25-34 years,0
Luxembourg,2002,female,0,Luxembourg2002,,"23,61,63,28,816",56484,Millenials,27411,5-14 years,0
Luxembourg,2002,male,0,Luxembourg2002,,"23,61,63,28,816",56484,Millenials,28719,5-14 years,0
Luxembourg,2003,male,65.7,Luxembourg2003,,"29,55,73,25,056",69768,Silent,9133,75+ years,6
Luxembourg,2003,male,22.71,Luxembourg2003,,"29,55,73,25,056",69768,Millenials,26415,15-24 years,6
Luxembourg,2003,male,20.34,Luxembourg2003,,"29,55,73,25,056",69768,Silent,39335,55-74 years,8
Luxembourg,2003,male,19.72,Luxembourg2003,,"29,55,73,25,056",69768,Boomers,70996,35-54 years,14
Luxembourg,2003,male,14.95,Luxembourg2003,,"29,55,73,25,056",69768,Generation X,33450,25-34 years,5
Luxembourg,2003,female,5.84,Luxembourg2003,,"29,55,73,25,056",69768,Boomers,68468,35-54 years,4
Luxembourg,2003,female,4.76,Luxembourg2003,,"29,55,73,25,056",69768,Silent,41982,55-74 years,2
Luxembourg,2003,female,3.92,Luxembourg2003,,"29,55,73,25,056",69768,Millenials,25512,15-24 years,1
Luxembourg,2003,male,3.44,Luxembourg2003,,"29,55,73,25,056",69768,Millenials,29105,5-14 years,1
Luxembourg,2003,female,2.99,Luxembourg2003,,"29,55,73,25,056",69768,Generation X,33475,25-34 years,1
Luxembourg,2003,female,0,Luxembourg2003,,"29,55,73,25,056",69768,Millenials,27721,5-14 years,0
Luxembourg,2003,female,0,Luxembourg2003,,"29,55,73,25,056",69768,Silent,18062,75+ years,0
Luxembourg,2004,male,62.23,Luxembourg2004,,"34,68,52,81,848",80639,Silent,9641,75+ years,6
Luxembourg,2004,male,27.06,Luxembourg2004,,"34,68,52,81,848",80639,Generation X,33259,25-34 years,9
Luxembourg,2004,male,26.29,Luxembourg2004,,"34,68,52,81,848",80639,Boomers,72279,35-54 years,19
Luxembourg,2004,male,17.48,Luxembourg2004,,"34,68,52,81,848",80639,Silent,40050,55-74 years,7
Luxembourg,2004,female,16.2,Luxembourg2004,,"34,68,52,81,848",80639,Silent,18524,75+ years,3
Luxembourg,2004,male,14.69,Luxembourg2004,,"34,68,52,81,848",80639,Millenials,27235,15-24 years,4
Luxembourg,2004,female,14.14,Luxembourg2004,,"34,68,52,81,848",80639,Silent,42429,55-74 years,6
Luxembourg,2004,female,11.45,Luxembourg2004,,"34,68,52,81,848",80639,Boomers,69884,35-54 years,8
Luxembourg,2004,female,0,Luxembourg2004,,"34,68,52,81,848",80639,Millenials,26128,15-24 years,0
Luxembourg,2004,female,0,Luxembourg2004,,"34,68,52,81,848",80639,Generation X,33179,25-34 years,0
Luxembourg,2004,female,0,Luxembourg2004,,"34,68,52,81,848",80639,Millenials,28020,5-14 years,0
Luxembourg,2004,male,0,Luxembourg2004,,"34,68,52,81,848",80639,Millenials,29500,5-14 years,0
Luxembourg,2005,male,68.35,Luxembourg2005,0.88,"37,34,73,94,603",85397,Silent,10242,75+ years,7
Luxembourg,2005,male,21.75,Luxembourg2005,0.88,"37,34,73,94,603",85397,Boomers,73579,35-54 years,16
Luxembourg,2005,male,21.46,Luxembourg2005,0.88,"37,34,73,94,603",85397,Millenials,27957,15-24 years,6
Luxembourg,2005,male,17.17,Luxembourg2005,0.88,"37,34,73,94,603",85397,Silent,40759,55-74 years,7
Luxembourg,2005,male,9.02,Luxembourg2005,0.88,"37,34,73,94,603",85397,Generation X,33273,25-34 years,3
Luxembourg,2005,female,8.41,Luxembourg2005,0.88,"37,34,73,94,603",85397,Boomers,71364,35-54 years,6
Luxembourg,2005,female,5.23,Luxembourg2005,0.88,"37,34,73,94,603",85397,Silent,19135,75+ years,1
Luxembourg,2005,female,4.66,Luxembourg2005,0.88,"37,34,73,94,603",85397,Silent,42875,55-74 years,2
Luxembourg,2005,female,3.02,Luxembourg2005,0.88,"37,34,73,94,603",85397,Generation X,33120,25-34 years,1
Luxembourg,2005,female,0,Luxembourg2005,0.88,"37,34,73,94,603",85397,Millenials,26691,15-24 years,0
Luxembourg,2005,female,0,Luxembourg2005,0.88,"37,34,73,94,603",85397,Millenials,28450,5-14 years,0
Luxembourg,2005,male,0,Luxembourg2005,0.88,"37,34,73,94,603",85397,Millenials,29893,5-14 years,0
Luxembourg,2006,male,73.54,Luxembourg2006,,"42,41,43,08,117",95351,Silent,10878,75+ years,8
Luxembourg,2006,male,29.33,Luxembourg2006,,"42,41,43,08,117",95351,Boomers,75006,35-54 years,22
Luxembourg,2006,male,24.15,Luxembourg2006,,"42,41,43,08,117",95351,Silent,41414,55-74 years,10
Luxembourg,2006,female,16.46,Luxembourg2006,,"42,41,43,08,117",95351,Boomers,72885,35-54 years,12
Luxembourg,2006,male,14.03,Luxembourg2006,,"42,41,43,08,117",95351,Millenials,28509,15-24 years,4
Luxembourg,2006,female,9.24,Luxembourg2006,,"42,41,43,08,117",95351,Silent,43289,55-74 years,4
Luxembourg,2006,male,8.96,Luxembourg2006,,"42,41,43,08,117",95351,Generation X,33484,25-34 years,3
Luxembourg,2006,female,5.09,Luxembourg2006,,"42,41,43,08,117",95351,Silent,19651,75+ years,1
Luxembourg,2006,female,2.99,Luxembourg2006,,"42,41,43,08,117",95351,Generation X,33421,25-34 years,1
Luxembourg,2006,female,0,Luxembourg2006,,"42,41,43,08,117",95351,Millenials,27217,15-24 years,0
Luxembourg,2006,female,0,Luxembourg2006,,"42,41,43,08,117",95351,Millenials,28857,5-14 years,0
Luxembourg,2006,male,0,Luxembourg2006,,"42,41,43,08,117",95351,Millenials,30210,5-14 years,0
Luxembourg,2007,male,33.18,Luxembourg2007,,"50,88,81,34,410",112581,Silent,42200,55-74 years,14
Luxembourg,2007,male,32.75,Luxembourg2007,,"50,88,81,34,410",112581,Boomers,76346,35-54 years,25
Luxembourg,2007,male,26.55,Luxembourg2007,,"50,88,81,34,410",112581,Generation X,33901,25-34 years,9
Luxembourg,2007,male,26.46,Luxembourg2007,,"50,88,81,34,410",112581,Silent,11340,75+ years,3
Luxembourg,2007,female,22.81,Luxembourg2007,,"50,88,81,34,410",112581,Silent,43834,55-74 years,10
Luxembourg,2007,female,12.13,Luxembourg2007,,"50,88,81,34,410",112581,Boomers,74214,35-54 years,9
Luxembourg,2007,female,9.98,Luxembourg2007,,"50,88,81,34,410",112581,Silent,20040,75+ years,2
Luxembourg,2007,female,7.23,Luxembourg2007,,"50,88,81,34,410",112581,Millenials,27674,15-24 years,2
Luxembourg,2007,male,6.91,Luxembourg2007,,"50,88,81,34,410",112581,Millenials,28964,15-24 years,2
Luxembourg,2007,female,5.89,Luxembourg2007,,"50,88,81,34,410",112581,Generation X,33942,25-34 years,2
Luxembourg,2007,female,0,Luxembourg2007,,"50,88,81,34,410",112581,Generation Z,29088,5-14 years,0
Luxembourg,2007,male,0,Luxembourg2007,,"50,88,81,34,410",112581,Generation Z,30469,5-14 years,0
Luxembourg,2008,male,42.71,Luxembourg2008,,"55,84,96,86,539",121315,Silent,11706,75+ years,5
Luxembourg,2008,male,25.73,Luxembourg2008,,"55,84,96,86,539",121315,Boomers,77730,35-54 years,20
Luxembourg,2008,male,13.88,Luxembourg2008,,"55,84,96,86,539",121315,Silent,43218,55-74 years,6
Luxembourg,2008,male,11.52,Luxembourg2008,,"55,84,96,86,539",121315,Generation X,34724,25-34 years,4
Luxembourg,2008,female,6.71,Luxembourg2008,,"55,84,96,86,539",121315,Silent,44697,55-74 years,3
Luxembourg,2008,female,4.91,Luxembourg2008,,"55,84,96,86,539",121315,Silent,20350,75+ years,1
Luxembourg,2008,female,3.98,Luxembourg2008,,"55,84,96,86,539",121315,Boomers,75463,35-54 years,3
Luxembourg,2008,female,2.87,Luxembourg2008,,"55,84,96,86,539",121315,Generation X,34796,25-34 years,1
Luxembourg,2008,female,0,Luxembourg2008,,"55,84,96,86,539",121315,Millenials,28190,15-24 years,0
Luxembourg,2008,female,0,Luxembourg2008,,"55,84,96,86,539",121315,Generation Z,29210,5-14 years,0
Luxembourg,2008,male,0,Luxembourg2008,,"55,84,96,86,539",121315,Millenials,29576,15-24 years,0
Luxembourg,2008,male,0,Luxembourg2008,,"55,84,96,86,539",121315,Generation Z,30711,5-14 years,0
Luxembourg,2009,male,24.76,Luxembourg2009,,"51,37,05,43,206",109483,Silent,12114,75+ years,3
Luxembourg,2009,male,22.51,Luxembourg2009,,"51,37,05,43,206",109483,Silent,44418,55-74 years,10
Luxembourg,2009,male,20.23,Luxembourg2009,,"51,37,05,43,206",109483,Boomers,79077,35-54 years,16
Luxembourg,2009,male,16.8,Luxembourg2009,,"51,37,05,43,206",109483,Generation X,35713,25-34 years,6
Luxembourg,2009,female,9.13,Luxembourg2009,,"51,37,05,43,206",109483,Boomers,76687,35-54 years,7
Luxembourg,2009,female,6.56,Luxembourg2009,,"51,37,05,43,206",109483,Silent,45716,55-74 years,3
Luxembourg,2009,female,4.83,Luxembourg2009,,"51,37,05,43,206",109483,Silent,20687,75+ years,1
Luxembourg,2009,male,3.32,Luxembourg2009,,"51,37,05,43,206",109483,Millenials,30148,15-24 years,1
Luxembourg,2009,female,2.81,Luxembourg2009,,"51,37,05,43,206",109483,Generation X,35557,25-34 years,1
Luxembourg,2009,female,0,Luxembourg2009,,"51,37,05,43,206",109483,Millenials,28821,15-24 years,0
Luxembourg,2009,female,0,Luxembourg2009,,"51,37,05,43,206",109483,Generation Z,29292,5-14 years,0
Luxembourg,2009,male,0,Luxembourg2009,,"51,37,05,43,206",109483,Generation Z,30979,5-14 years,0
Luxembourg,2010,male,56.14,Luxembourg2010,0.886,"53,21,24,76,812",111328,Silent,12469,75+ years,7
Luxembourg,2010,male,29.82,Luxembourg2010,0.886,"53,21,24,76,812",111328,Generation X,80477,35-54 years,24
Luxembourg,2010,male,10.93,Luxembourg2010,0.886,"53,21,24,76,812",111328,Silent,45726,55-74 years,5
Luxembourg,2010,male,9.75,Luxembourg2010,0.886,"53,21,24,76,812",111328,Millenials,30768,15-24 years,3
Luxembourg,2010,male,8.21,Luxembourg2010,0.886,"53,21,24,76,812",111328,Generation X,36519,25-34 years,3
Luxembourg,2010,female,6.41,Luxembourg2010,0.886,"53,21,24,76,812",111328,Generation X,77946,35-54 years,5
Luxembourg,2010,female,6.41,Luxembourg2010,0.886,"53,21,24,76,812",111328,Silent,46835,55-74 years,3
Luxembourg,2010,female,5.54,Luxembourg2010,0.886,"53,21,24,76,812",111328,Generation X,36069,25-34 years,2
Luxembourg,2010,female,4.75,Luxembourg2010,0.886,"53,21,24,76,812",111328,Silent,21038,75+ years,1
Luxembourg,2010,male,3.2,Luxembourg2010,0.886,"53,21,24,76,812",111328,Generation Z,31209,5-14 years,1
Luxembourg,2010,female,0,Luxembourg2010,0.886,"53,21,24,76,812",111328,Millenials,29539,15-24 years,0
Luxembourg,2010,female,0,Luxembourg2010,0.886,"53,21,24,76,812",111328,Generation Z,29384,5-14 years,0
Luxembourg,2011,male,30.79,Luxembourg2011,0.888,"60,00,46,30,234",122729,Silent,12991,75+ years,4
Luxembourg,2011,male,24.23,Luxembourg2011,0.888,"60,00,46,30,234",122729,Generation X,82530,35-54 years,20
Luxembourg,2011,female,23.33,Luxembourg2011,0.888,"60,00,46,30,234",122729,Silent,21428,75+ years,5
Luxembourg,2011,male,14.88,Luxembourg2011,0.888,"60,00,46,30,234",122729,Boomers,47058,55-74 years,7
Luxembourg,2011,male,10.67,Luxembourg2011,0.888,"60,00,46,30,234",122729,Millenials,37499,25-34 years,4
Luxembourg,2011,female,9.84,Luxembourg2011,0.888,"60,00,46,30,234",122729,Millenials,30482,15-24 years,3
Luxembourg,2011,female,7.58,Luxembourg2011,0.888,"60,00,46,30,234",122729,Generation X,79200,35-54 years,6
Luxembourg,2011,male,6.27,Luxembourg2011,0.888,"60,00,46,30,234",122729,Millenials,31906,15-24 years,2
Luxembourg,2011,female,6.25,Luxembourg2011,0.888,"60,00,46,30,234",122729,Boomers,48023,55-74 years,3
Luxembourg,2011,female,2.69,Luxembourg2011,0.888,"60,00,46,30,234",122729,Millenials,37231,25-34 years,1
Luxembourg,2011,female,0,Luxembourg2011,0.888,"60,00,46,30,234",122729,Generation Z,29358,5-14 years,0
Luxembourg,2011,male,0,Luxembourg2011,0.888,"60,00,46,30,234",122729,Generation Z,31212,5-14 years,0
Luxembourg,2012,male,51.54,Luxembourg2012,0.888,"56,67,79,61,787",113120,Silent,13581,75+ years,7
Luxembourg,2012,male,20.62,Luxembourg2012,0.888,"56,67,79,61,787",113120,Boomers,48506,55-74 years,10
Luxembourg,2012,male,15.37,Luxembourg2012,0.888,"56,67,79,61,787",113120,Generation X,84570,35-54 years,13
Luxembourg,2012,male,15.12,Luxembourg2012,0.888,"56,67,79,61,787",113120,Millenials,33062,15-24 years,5
Luxembourg,2012,male,10.29,Luxembourg2012,0.888,"56,67,79,61,787",113120,Millenials,38866,25-34 years,4
Luxembourg,2012,female,9.19,Luxembourg2012,0.888,"56,67,79,61,787",113120,Silent,21770,75+ years,2
Luxembourg,2012,female,6.2,Luxembourg2012,0.888,"56,67,79,61,787",113120,Generation X,80598,35-54 years,5
Luxembourg,2012,female,6.08,Luxembourg2012,0.888,"56,67,79,61,787",113120,Boomers,49311,55-74 years,3
Luxembourg,2012,female,3.18,Luxembourg2012,0.888,"56,67,79,61,787",113120,Millenials,31459,15-24 years,1
Luxembourg,2012,female,2.59,Luxembourg2012,0.888,"56,67,79,61,787",113120,Millenials,38629,25-34 years,1
Luxembourg,2012,female,0,Luxembourg2012,0.888,"56,67,79,61,787",113120,Generation Z,29466,5-14 years,0
Luxembourg,2012,male,0,Luxembourg2012,0.888,"56,67,79,61,787",113120,Generation Z,31226,5-14 years,0
Luxembourg,2013,male,21.36,Luxembourg2013,0.89,"61,73,93,52,212",120423,Silent,14046,75+ years,3
Luxembourg,2013,male,17.9,Luxembourg2013,0.89,"61,73,93,52,212",120423,Boomers,50291,55-74 years,9
Luxembourg,2013,female,15.76,Luxembourg2013,0.89,"61,73,93,52,212",120423,Boomers,50752,55-74 years,8
Luxembourg,2013,male,11.58,Luxembourg2013,0.89,"61,73,93,52,212",120423,Generation X,86356,35-54 years,10
Luxembourg,2013,female,9.05,Luxembourg2013,0.89,"61,73,93,52,212",120423,Silent,22111,75+ years,2
Luxembourg,2013,male,5.93,Luxembourg2013,0.89,"61,73,93,52,212",120423,Millenials,33718,15-24 years,2
Luxembourg,2013,female,5.04,Luxembourg2013,0.89,"61,73,93,52,212",120423,Millenials,39688,25-34 years,2
Luxembourg,2013,female,4.86,Luxembourg2013,0.89,"61,73,93,52,212",120423,Generation X,82301,35-54 years,4
Luxembourg,2013,female,0,Luxembourg2013,0.89,"61,73,93,52,212",120423,Millenials,32027,15-24 years,0
Luxembourg,2013,female,0,Luxembourg2013,0.89,"61,73,93,52,212",120423,Generation Z,29800,5-14 years,0
Luxembourg,2013,male,0,Luxembourg2013,0.89,"61,73,93,52,212",120423,Millenials,40174,25-34 years,0
Luxembourg,2013,male,0,Luxembourg2013,0.89,"61,73,93,52,212",120423,Generation Z,31425,5-14 years,0
Luxembourg,2014,male,34.42,Luxembourg2014,0.892,"66,32,73,44,189",126352,Boomers,52295,55-74 years,18
Luxembourg,2014,male,27.5,Luxembourg2014,0.892,"66,32,73,44,189",126352,Silent,14546,75+ years,4
Luxembourg,2014,male,22.67,Luxembourg2014,0.892,"66,32,73,44,189",126352,Generation X,88218,35-54 years,20
Luxembourg,2014,male,16.89,Luxembourg2014,0.892,"66,32,73,44,189",126352,Millenials,41442,25-34 years,7
Luxembourg,2014,female,13.23,Luxembourg2014,0.892,"66,32,73,44,189",126352,Silent,22669,75+ years,3
Luxembourg,2014,female,9.57,Luxembourg2014,0.892,"66,32,73,44,189",126352,Boomers,52260,55-74 years,5
Luxembourg,2014,female,6.15,Luxembourg2014,0.892,"66,32,73,44,189",126352,Millenials,32510,15-24 years,2
Luxembourg,2014,male,5.84,Luxembourg2014,0.892,"66,32,73,44,189",126352,Millenials,34219,15-24 years,2
Luxembourg,2014,female,4.89,Luxembourg2014,0.892,"66,32,73,44,189",126352,Millenials,40862,25-34 years,2
Luxembourg,2014,female,3.57,Luxembourg2014,0.892,"66,32,73,44,189",126352,Generation X,84147,35-54 years,3
Luxembourg,2014,male,3.15,Luxembourg2014,0.892,"66,32,73,44,189",126352,Generation Z,31718,5-14 years,1
Luxembourg,2014,female,0,Luxembourg2014,0.892,"66,32,73,44,189",126352,Generation Z,30054,5-14 years,0
Luxembourg,2015,male,29.45,Luxembourg2015,,"57,78,44,95,265",107456,Boomers,54325,55-74 years,16
Luxembourg,2015,male,26.65,Luxembourg2015,,"57,78,44,95,265",107456,Silent,15011,75+ years,4
Luxembourg,2015,male,18.87,Luxembourg2015,,"57,78,44,95,265",107456,Generation X,90095,35-54 years,17
Luxembourg,2015,female,16.7,Luxembourg2015,,"57,78,44,95,265",107456,Boomers,53878,55-74 years,9
